project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Firewatch,91871610,Firewatch,"shit game, 4 hours of f*cking nothing.",15.09.2017 01:10:44,Nicht empfohlen,88.88888888888889,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  4485  2208  1010  1018  2847  1997  1042  1008 23616  2075  2498
  1012   102]",27
Firewatch,91871611,Firewatch,Don't support developers that try to abuse the DMCA against people they don't like. I would return the game if I could.,19.09.2017 17:20:24,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2123  1005  1056  2490  9797  2008  3046  2000  6905  1996  1040
 12458  2050  2114  2111  2027  2123  1005  1056  2066  1012  1045  2052
  2709  1996  2208  2065  1045  2071  1012   102]",63
Firewatch,91871612,Firewatch,"Shitty game, shitty company and shitty CEO. I'm not buying anything from Campo Santo ever again and neither should you.",13.09.2017 23:21:49,Nicht empfohlen,77.77777777777779,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101 28543  2208  1010 28543  2194  1998 28543  5766  1012  1045  1005
  1049  2025  9343  2505  2013 22339 11685  2412  2153  1998  4445  2323
  2017  1012   102]",49
Firewatch,91871613,Firewatch, The game is nice and peaceful. The developers are the opposite of what I said.,25.09.2017 06:07:20,Nicht empfohlen,88.88888888888889,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[ 101 1996 2208 2003 3835 1998 9379 1012 1996 9797 2024 1996 4500 1997
 2054 1045 2056 1012  102]",19
Firewatch,91871614,Firewatch,"This game has a really well-told story (albeit the end is anti-climatic as hell), the voice-actors are amazing and the visuals are beautiful. I really recommend playing it if you like story driven games.

Only issue is that the Dev started filing false DMCA claims against people he doesn't like. And I REALLY don't like the implications of that.",19.09.2017 08:32:18,Nicht empfohlen,88.88888888888889,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2023  2208  2038  1037  2428  2092  1011  2409  2466  1006 12167
  1996  2203  2003  3424  1011 27301  2004  3109  1007  1010  1996  2376
  1011  5889  2024  6429  1998  1996 26749  2024  3376  1012  1045  2428
 16755  2652  2009  2065  2017  2066  2466  5533  2399  1012  2069  3277
  2003  2008  1996 16475  2318 15242  6270  1040 12458  2050  4447  2114
  2111  2002  2987  1005  1056  2066  1012  1998  1045  2428  2123  1005
  1056  2066  1996 13494  1997  2008  1012   102]",152
Firewatch,91871615,Firewatch,"I really want to upvote this, but the ending is too abrupt and non satisfying, as well as the duration of the game beeing really short.",18.09.2017 11:25:11,Nicht empfohlen,77.77777777777779,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1045  2428  2215  2000  2039 22994  2063  2023  1010  2021  1996
  4566  2003  2205 18772  1998  2512 17087  1010  2004  2092  2004  1996
  9367  1997  1996  2208 10506  2075  2428  2460  1012   102]",64
Firewatch,91871616,Firewatch,"I have mixed feelings about this game. 

It's very atmospheric and fun to look at. The narrative is intriguing too. The world ironically makes me want to go backpacking and live in solice for a time. But then there is something evil lurking underneath the glamor. Degeneracy. 

When I began the game, I got the sense the main character was on a journey to heal himself from the pain of watching his marriage and wife decay due to her dimensia. But then the game insults this idea and the main character by pushing infidelity constantly. But maybe that is the point? 

While many people on the reviews I've seen don't like the conspiracy arc of the story, I was more interested and bothered by the game's push to get the main character to cheat on his sick wife. And in my opinion the conspiracy stuff was a red herring. Fluff to make the game seem more intruging than it really is. The true intent of the game is to see if you would selflishly cheat on your sick wife. Perhaps I pass the games test as the ending I chose was to keep the ring on the finger and keep the marriage intact but it was clear to me that the game really really wanted me to break those vows for your female partner on the radio that you speak to throughout the game. 60% of the dialogue choices leaned towards infidelity. 

This game is also something you wouldn't play more than once. Running is slow and there isn't much else to do after  playing it through once. In my opinion this game would have been much more successful as as movie than a videogame as it's mostly just walking around and looking at stuff. There is no real challenge. 

In conclusion I think this game is pointless. The red herring story is there just to keep you going but is ironically not as interesting as the story leads it up to being while the relationship that builds between the main character and the woman on the radio is designed solely to see if you are cuck enough to cheat on your wife. 

Don't play it. It's not worth $20. Buy a bottle of jack instead and share it with good friends.",25.09.2017 00:08:02,Nicht empfohlen,88.88888888888889,Nein,Ja,Ja,Nein,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1045  2031  3816  5346  2055  2023  2208  1012  2009  1005  1055
  2200 12483  1998  4569  2000  2298  2012  1012  1996  7984  2003 23824
  2205  1012  1996  2088 18527  3084  2033  2215  2000  2175 13383  2075
  1998  2444  1999 14017  6610  2005  1037  2051  1012  2021  2059  2045
  2003  2242  4763 24261  7650  1996  1043 10278  2953  1012  2139  6914
  6906  5666  1012  2043  1045  2211  1996  2208  1010  1045  2288  1996
  3168  1996  2364  2839  2001  2006  1037  4990  2000 11005  2370  2013
  1996  3255  1997  3666  2010  3510  1998  2564 13121  2349  2000  2014
 27211  3619  2401  1012  2021  2059  1996  2208 23862  2023  2801  1998
  1996  2364  2839  2011  6183  1999 20740 18605  7887  1012  2021  2672
  2008  2003  1996  2391  1029  2096  2116  2111  2006  1996  4391  1045
  1005  2310  2464  2123  1005  1056  2066  1996  9714  8115  1997  1996
  2466  1010  1045  2001  2062  4699  1998 11250  2011  1996  2208  1005
  1055  5245  2000  2131  1996  2364  2839  2000 21910  2006  2010  5305
  2564  1012  1998  1999  2026  5448  1996  9714  4933  2001  1037  2417
 22103  1012 19857  4246  2000  2191  1996  2208  4025  2062 20014 26549
  2075  2084  2009  2428  2003  1012  1996  2995  7848  1997  1996  2208
  2003  2000  2156  2065  2017  2052  2969 13602  2135 21910  2006  2115
  5305  2564  1012  3383  1045  3413  1996  2399  3231  2004  1996  4566
  1045  4900  2001  2000  2562  1996  3614  2006  1996  4344  1998  2562
  1996  3510 10109  2021  2009  2001  3154  2000  2033  2008  1996  2208
  2428  2428  2359  2033  2000  3338  2216 16495  2005  2115  2931  4256
  2006  1996  2557  2008  2017  3713  2000  2802  1996  2208  1012  3438
  1003  1997  1996  7982  9804  4016  2875  1999 20740 18605  1012  2023
  2208  2003  2036  2242  2017  2876  1005  1056  2377  2062  2084  2320
  1012  2770  2003  4030  1998  2045  3475  1005  1056  2172  2842  2000
  2079  2044  2652  2009  2083  2320  1012  1999  2026  5448  2023  2208
  2052  2031  2042  2172  2062  3144  2004  2004  3185  2084  1037  2678
 16650  2004  2009  1005  1055  3262  2074  3788  2105  1998  2559  2012
  4933  1012  2045  2003  2053  2613  4119  1012  1999  7091  1045  2228
  2023  2208  2003 23100  1012  1996  2417 22103  2466  2003  2045  2074
  2000  2562  2017  2183  2021  2003 18527  2025  2004  5875  2004  1996
  2466  5260  2009  2039  2000  2108  2096  1996  3276  2008 16473  2090
  1996  2364  2839  1998  1996  2450  2006  1996  2557  2003  2881  9578
  2000  2156  2065  2017  2024 12731  3600  2438  2000 21910  2006  2115
  2564  1012  2123  1005  1056  2377  2009  1012  2009  1005  1055  2025
  4276  1002  2322  1012  4965  1037  5835  1997  2990  2612  1998  3745
  2009  2007  2204  2814  1012   102]",868
Firewatch,91871617,Firewatch,great game but the devs are a bunch of little kids,14.09.2017 20:27:28,Nicht empfohlen,66.66666666666666,Ja,Nein,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2307  2208  2021  1996 16475  2015  2024  1037  9129  1997  2210
  4268   102]",27
Firewatch,91871618,Firewatch,"Game is too short, voice acting is great!",18.09.2017 22:48:11,Nicht empfohlen,66.66666666666666,Nein,Nein,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[ 101 2208 2003 2205 2460 1010 2376 3772 2003 2307  999  102],13
Firewatch,91871619,Firewatch,Story was way too short for the price and the dev is kind of a bully,14.09.2017 23:51:04,Nicht empfohlen,66.66666666666666,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2466  2001  2126  2205  2460  2005  1996  3976  1998  1996 16475
  2003  2785  1997  1037 20716   102]",34
Firewatch,91871620,Firewatch,Devs decided to abuse DMCA which I cannot get behind.,17.09.2017 03:11:55,Nicht empfohlen,77.77777777777777,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101 16475  2015  2787  2000  6905  1040 12458  2050  2029  1045  3685
  2131  2369  1012   102]",30
Firewatch,91871621,Firewatch,wait for a BIG price drop,27.09.2017 17:05:25,Nicht empfohlen,55.55555555555555,Nein,Ja,Nein,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[ 101 3524 2005 1037 2502 3976 4530  102],8
Firewatch,91871622,Firewatch,"I enjoyed this game, but I really detest the studio for illegally filing false DMCA claims against streamers. I'll change this review when they stop doing so.",23.09.2017 16:52:30,Nicht empfohlen,100.0,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1045  5632  2023  2208  1010  2021  1045  2428 20010  4355  1996
  2996  2005 17800 15242  6270  1040 12458  2050  4447  2114  5460  2545
  1012  1045  1005  2222  2689  2023  3319  2043  2027  2644  2725  2061
  1012   102]",72
Firewatch,91871623,Firewatch,"The art style of this game is unique but for 20 bucks it is too short and ending is terrible.
 I would of given it higher but the developers also change their policy on streaming to whoever they please and have taken down streams using DMCA claims even though they clearly state on their website anyone can stream the game and even profit from it.",26.09.2017,Nicht empfohlen,77.77777777777779,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101  1996  2396  2806  1997  2023  2208  2003  4310  2021  2005  2322
 14189  2009  2003  2205  2460  1998  4566  2003  6659  1012  1045  2052
  1997  2445  2009  3020  2021  1996  9797  2036  2689  2037  3343  2006
 11058  2000  9444  2027  3531  1998  2031  2579  2091  9199  2478  1040
 12458  2050  4447  2130  2295  2027  4415  2110  2006  2037  4037  3087
  2064  5460  1996  2208  1998  2130  5618  2013  2009  1012   102]",139
Firewatch,91871624,Firewatch,"The game was trash. Very little game play experience and content for me to consider it a ""Game."" I'm positive that Five Nights at Freddy's first game alone has more secrets and lore.",20.09.2017,Nicht empfohlen,77.77777777777779,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101  1996  2208  2001 11669  1012  2200  2210  2208  2377  3325  1998
  4180  2005  2033  2000  5136  2009  1037  1000  2208  1012  1000  1045
  1005  1049  3893  2008  2274  6385  2012 19343  1005  1055  2034  2208
  2894  2038  2062  7800  1998 19544  1012   102]",85
Firewatch,91871625,Firewatch,"You know, I'm just here because I heard there were a lot of negative reviews recently. Well here's my two cents, I spent 30 euros on this game and I have to say that though it is kind of a good game, I was unsatisfied when I reached the end. 30€ were way too expensive but you know, I kind of shit money so I don't give a damn. Anyways I just wanted to say on more word. NIGGA",14.09.2017 01:12:43,Nicht empfohlen,55.55555555555556,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2017  2113  1010  1045  1005  1049  2074  2182  2138  1045  2657
  2045  2020  1037  2843  1997  4997  4391  3728  1012  2092  2182  1005
  1055  2026  2048 16653  1010  1045  2985  2382 19329  2006  2023  2208
  1998  1045  2031  2000  2360  2008  2295  2009  2003  2785  1997  1037
  2204  2208  1010  1045  2001  4895 16846  2483 10451  2043  1045  2584
  1996  2203  1012  2382 30102  2020  2126  2205  6450  2021  2017  2113
  1010  1045  2785  1997  4485  2769  2061  1045  2123  1005  1056  2507
  1037  4365  1012  4312  2015  1045  2074  2359  2000  2360  2006  2062
  2773  1012  9152 23033   102]",196
Firewatch,91871626,Firewatch,THIS GAME IS RASIST! ALL THE CHARACTERS ARE WHITE SUPREMATISTS!,15.09.2017 18:54:10,Nicht empfohlen,55.55555555555555,Ja,Ja,Ja,Nein,Ja,Ja,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2023  2208  2003 20710  2923   999  2035  1996  3494  2024  2317
 10514 28139 18900  5130   999   102]",34
Firewatch,91871627,Firewatch,You know why.,16.09.2017 08:52:35,Nicht empfohlen,77.77777777777779,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[ 101 2017 2113 2339 1012  102],6
Firewatch,91871628,Firewatch,Rip reviews,15.09.2017 17:26:43,Nicht empfohlen,88.88888888888889,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101 10973  4391   102],7
Firewatch,91871629,Firewatch,This game is too short even taking my time to really explore i still finished it in 3 hours. I would just recomend watching a play through video and save yourself $20. This game is just a massive dissapointment and falls flat of being anything other than a walking simulator.,14.09.2017 19:56:24,Nicht empfohlen,77.77777777777779,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2023  2208  2003  2205  2460  2130  2635  2026  2051  2000  2428
  8849  1045  2145  2736  2009  1999  1017  2847  1012  1045  2052  2074
 28667  8462  4859  3666  1037  2377  2083  2678  1998  3828  4426  1002
  2322  1012  2023  2208  2003  2074  1037  5294  4487 11488  8400  3672
  1998  4212  4257  1997  2108  2505  2060  2084  1037  3788 25837  1012
   102]",119
Firewatch,91871630,Firewatch,"TL;DR Game is interesting just way to short. 3/5
Founder Sean Vanaman is a c*nt and I cannot recommend financially supporting anyone who is such a massive prick. 

The game itself is interesting, though short and ends abruptly.
I have a different reason for not reccomending this game; one of the founders, Sean Vanaman, has decided that its now okay to selectively use copy right take downs on anyone he simply does not like. It's ok for people to use Campo Santo games in lets plays and streams (per their website) except when that person said something you take personal offence too. Pewdiepie said something terrible and people are understandable upset, but to rally the dev community against him to try and gut him from YouTube? Really? Do you really not have anything better to do Sean Vanaman? 
Don't buy this game, founder is a massive dick who thinks its ok to push people around just because they don't agree with his regressive views that ironically help keep racism alive by giving a certain word, and you know which word I'm talking about, power.",15.09.2017 07:27:07,Nicht empfohlen,77.77777777777779,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1056  2140  1025  2852  2208  2003  5875  2074  2126  2000  2460
  1012  1017  1013  1019  3910  5977  3158 23093  2003  1037  1039  1008
 23961  1998  1045  3685 16755 13732  4637  3087  2040  2003  2107  1037
  5294 24858  1012  1996  2208  2993  2003  5875  1010  2295  2460  1998
  4515  9225  1012  1045  2031  1037  2367  3114  2005  2025 28667  9006
 18537  2023  2208  1025  2028  1997  1996  8759  1010  5977  3158 23093
  1010  2038  2787  2008  2049  2085  3100  2000 13228  2135  2224  6100
  2157  2202 12482  2006  3087  2002  3432  2515  2025  2066  1012  2009
  1005  1055  7929  2005  2111  2000  2224 22339 11685  2399  1999 11082
  3248  1998  9199  1006  2566  2037  4037  1007  3272  2043  2008  2711
  2056  2242  2017  2202  3167 15226  2205  1012 29071 10265 14756  2056
  2242  6659  1998  2111  2024  3305  3085  6314  1010  2021  2000  8320
  1996 16475  2451  2114  2032  2000  3046  1998  9535  2032  2013  7858
  1029  2428  1029  2079  2017  2428  2025  2031  2505  2488  2000  2079
  5977  3158 23093  1029  2123  1005  1056  4965  2023  2208  1010  3910
  2003  1037  5294  5980  2040  6732  2049  7929  2000  5245  2111  2105
  2074  2138  2027  2123  1005  1056  5993  2007  2010 19723  8303  3512
  5328  2008 18527  2393  2562 14398  4142  2011  3228  1037  3056  2773
  1010  1998  2017  2113  2029  2773  1045  1005  1049  3331  2055  1010
  2373  1012   102]",440
Firewatch,91871631,Firewatch,"Lackluster story, disappointing ending.",20.09.2017 16:17:54,Nicht empfohlen,88.8888888888889,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  3768  7393  3334  2466  1010 15640  4566  1012   102],19
Firewatch,91871632,Firewatch,"The worst smug programmers. They like to kick live streamers in the Xxxx.

Don't buy this game.",13.09.2017 22:04:02,Nicht empfohlen,66.66666666666666,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1996  5409 20673 28547  1012  2027  2066  2000  5926  2444  5460
  2545  1999  1996 22038 20348  1012  2123  1005  1056  4965  2023  2208
  1012   102]",48
Firewatch,91871633,Firewatch,"Pros  : Good graphic, good storyline, unique game mechanic.
Cons : (spoiler alert) Bad anticlimax ending. I felt like being betrayed. It was so dissapointing.

Get it on sale, this game doesn't worth the full price.",16.09.2017 17:32:36,Nicht empfohlen,88.8888888888889,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  4013  2015  1024  2204  8425  1010  2204  9994  1010  4310  2208
 15893  1012  9530  2015  1024  1006 27594  2121  9499  1007  2919  3424
 20464  9581  2595  4566  1012  1045  2371  2066  2108 12056  1012  2009
  2001  2061  4487 11488  8400  2075  1012  2131  2009  2006  5096  1010
  2023  2208  2987  1005  1056  4276  1996  2440  3976  1012   102]",113
