project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,num_annotators,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Skyrim - Paid Mods,91872801,The Elder Scrolls V: Skyrim,Got banned from the forums without any reason. Fuck your paid mods,28.04.2015 21:48:25,Nicht empfohlen,66.66666666666666,3,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2288  7917  2013  1996 21415  2302  2151  3114  1012  6616  2115
  3825 16913  2015   102]",30
Skyrim - Paid Mods,91872802,The Elder Scrolls V: Skyrim,"You know to me skyrim was a real deal I would pay 50 bucks plus the expansion and get tons of beatuful free mods to enjoy and hours of new gameplay.
Now what you get is chance to make Valve even more rich by stealing money to the modders and asking players to pay for stuff which was born free!",26.04.2015,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  2017  2113  2000  2033  3712 20026  2001  1037  2613  3066  1045
  2052  3477  2753 14189  4606  1996  4935  1998  2131  6197  1997  3786
 16093  5313  2489 16913  2015  2000  5959  1998  2847  1997  2047 11247
  1012  2085  2054  2017  2131  2003  3382  2000  2191 10764  2130  2062
  4138  2011 11065  2769  2000  1996 16913 13375  1998  4851  2867  2000
  3477  2005  4933  2029  2001  2141  2489   999   102]",130
Skyrim - Paid Mods,91872803,The Elder Scrolls V: Skyrim,"Game itself it Brilliant, down voting for Paid Mods by Valve and Bethesda!",27.04.2015 02:18:49,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2208  2993  2009  8235  1010  2091  6830  2005  3825 16913  2015
  2011 10764  1998  7014  2229  2850   999   102]",39
Skyrim - Paid Mods,91872804,The Elder Scrolls V: Skyrim,"This negative review is prompted by Valve's new practice of selling mods and passing it off as a courtesy to the mod creators, all the while taking the lion's share of the profits.

Want to really support mod creators? Remove this atrocity of a paywall and add way of donating to the authors directly.

Use NEXUS for mods.",25.04.2015 01:28:47,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2023  4997  3319  2003  9469  2011 10764  1005  1055  2047  3218
  1997  4855 16913  2015  1998  4458  2009  2125  2004  1037 14571  2000
  1996 16913 17277  1010  2035  1996  2096  2635  1996  7006  1005  1055
  3745  1997  1996 11372  1012  2215  2000  2428  2490 16913 17277  1029
  6366  2023  2012 21735  1997  1037  3477  9628  1998  5587  2126  1997
 24260  3436  2000  1996  6048  3495  1012  2224 26041  2005 16913  2015
  1012   102]",136
Skyrim - Paid Mods,91872805,The Elder Scrolls V: Skyrim,"Like most Bethesda games, Skyrim is only mediocre when played without mods. With mods, the cool factor rises a million times over. Mods let you change almost every element of the game, adding immeasurable fun, and replay value. With that said, this is going to be a negative review because Bethesda, and Valve, have enabled a system where modders can now sell their mods on Steam.

This act has already led to some modders pulling their mods from free sites like Nexus. Why is it a bad thing for modders to be paid for their work? Because that's not what modding is all about. I also mod, but I would never charge someone for something that is essentially done for fun, and with the notion of sharing with others. Modding has always been something done by the fans ****, for other fans of the game.

For companies like Steam, and Bethesda, to try to monetize that, is nothing more than greed. And get this, the modders only recieve 25% of what they charge for their mods. Guess who gets the other 75%. This move sets a really bad precedent for things to come. You may not play Skyrim, but what if Valve started doing this to all their games? Modders for all games could potentially start charging people, and then the whole modding community would just turn into a huge market that nets big money for greedy corporations.

So, though I had fun with it in the past, I do not recommend Skyrim to anyone. It's your call to get it, but when the only thing that makes the game any good, is about to become paid DLC, that's when the game turns foul in my mind.
Posted April 23.",26.04.2015,Nicht empfohlen,66.66666666666666,3,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  2066  2087  7014  2229  2850  2399  1010  3712 20026  2003  2069
 19960  3695 16748  2043  2209  2302 16913  2015  1012  2007 16913  2015
  1010  1996  4658  5387  9466  1037  2454  2335  2058  1012 16913  2015
  2292  2017  2689  2471  2296  5783  1997  1996  2208  1010  5815 10047
  4168 28329  4569  1010  1998 15712  3643  1012  2007  2008  2056  1010
  2023  2003  2183  2000  2022  1037  4997  3319  2138  7014  2229  2850
  1010  1998 10764  1010  2031  9124  1037  2291  2073 16913 13375  2064
  2085  5271  2037 16913  2015  2006  5492  1012  2023  2552  2038  2525
  2419  2000  2070 16913 13375  4815  2037 16913  2015  2013  2489  4573
  2066 26041  1012  2339  2003  2009  1037  2919  2518  2005 16913 13375
  2000  2022  3825  2005  2037  2147  1029  2138  2008  1005  1055  2025
  2054 16913  4667  2003  2035  2055  1012  1045  2036 16913  1010  2021
  1045  2052  2196  3715  2619  2005  2242  2008  2003  7687  2589  2005
  4569  1010  1998  2007  1996  9366  1997  6631  2007  2500  1012 16913
  4667  2038  2467  2042  2242  2589  2011  1996  4599  1008  1008  1008
  1008  1010  2005  2060  4599  1997  1996  2208  1012  2005  3316  2066
  5492  1010  1998  7014  2229  2850  1010  2000  3046  2000 12256 20624
  4371  2008  1010  2003  2498  2062  2084 22040  1012  1998  2131  2023
  1010  1996 16913 13375  2069 28667  2666  3726  2423  1003  1997  2054
  2027  3715  2005  2037 16913  2015  1012  3984  2040  4152  1996  2060
  4293  1003  1012  2023  2693  4520  1037  2428  2919 20056  2005  2477
  2000  2272  1012  2017  2089  2025  2377  3712 20026  1010  2021  2054
  2065 10764  2318  2725  2023  2000  2035  2037  2399  1029 16913 13375
  2005  2035  2399  2071  9280  2707 13003  2111  1010  1998  2059  1996
  2878 16913  4667  2451  2052  2074  2735  2046  1037  4121  3006  2008
 16996  2502  2769  2005 20505 11578  1012  2061  1010  2295  1045  2018
  4569  2007  2009  1999  1996  2627  1010  1045  2079  2025 16755  3712
 20026  2000  3087  1012  2009  1005  1055  2115  2655  2000  2131  2009
  1010  2021  2043  1996  2069  2518  2008  3084  1996  2208  2151  2204
  1010  2003  2055  2000  2468  3825 21469  2278  1010  2008  1005  1055
  2043  1996  2208  4332 12487  1999  2026  2568  1012  6866  2258  2603
  1012   102]",705
Skyrim - Paid Mods,91872806,The Elder Scrolls V: Skyrim,"A good game, but charging money for mods sets a dangerous precedent. I couldn't recommend this game as it would be supporting this awful practice.",26.04.2015 22:31:49,Nicht empfohlen,66.66666666666666,3,Ja,Nein,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  1037  2204  2208  1010  2021 13003  2769  2005 16913  2015  4520
  1037  4795 20056  1012  1045  2481  1005  1056 16755  2023  2208  2004
  2009  2052  2022  4637  2023  9643  3218  1012   102]",62
Skyrim - Paid Mods,91872807,The Elder Scrolls V: Skyrim,"I loved the community, which made mods cause they loved the game.
Valve destroyed that in one night, together with Bethesda.
I've translated mods and worked on other mods, never wanted a penny for it.

Valve eat **** and die, same Bethesda.",27.04.2015,Nicht empfohlen,88.88888888888889,3,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  1045  3866  1996  2451  1010  2029  2081 16913  2015  3426  2027
  3866  1996  2208  1012 10764  3908  2008  1999  2028  2305  1010  2362
  2007  7014  2229  2850  1012  1045  1005  2310  5421 16913  2015  1998
  2499  2006  2060 16913  2015  1010  2196  2359  1037 10647  2005  2009
  1012 10764  4521  1008  1008  1008  1008  1998  3280  1010  2168  7014
  2229  2850  1012   102]",122
Skyrim - Paid Mods,91872808,The Elder Scrolls V: Skyrim,Paid mods are not something that anyone should recommend.,27.04.2015 07:23:49,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Nein,Nein,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  3825 16913  2015  2024  2025  2242  2008  3087  2323 16755  1012
   102]",24
Skyrim - Paid Mods,91872809,The Elder Scrolls V: Skyrim,"Fuck Volvo
Fuck Paid mods
Fuck Money, Lets all just trade chicken feathers and rocks",25.04.2015 15:01:55,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  6616 21074  6616  3825 16913  2015  6616  2769  1010 11082  2035
  2074  3119  7975 12261  1998  5749   102]",34
Skyrim - Paid Mods,91872810,The Elder Scrolls V: Skyrim,Finally Bethesda realised that only the mods make this game worth playing. So why not cash in on them? Ugh.,24.04.2015 16:17:55,Nicht empfohlen,66.66666666666666,3,Ja,Ja,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2633  7014  2229  2850 11323  2008  2069  1996 16913  2015  2191
  2023  2208  4276  2652  1012  2061  2339  2025  5356  1999  2006  2068
  1029  1057  5603  1012   102]",56
Skyrim - Paid Mods,91872811,The Elder Scrolls V: Skyrim,"Coming from Morrowind, I'm just sad that people have to hide their mods in fear of thieves stealing their hard work (without monetary compensation) and selling them here. That's just the start of the downhill, because if you do get your mod stole, Valve and Bethesda doesn't care, as they said ""let the people fix their problems"". And then if you remove all the bad people stealing mods, modders get 25% cut (75% to bethesda+valve) and that's in STEAM CURRENCY!, and you can't even withdraw if you earned too little, as they have a minimum withdrawl. Tell me how paying so low to modders help the community, how filling it with half assed cosmetic items will better the quality, or how this gives an incentive to huge modders like Skywind. Shame on you, Bethesda and Valve, two more fallen to the greed.",27.04.2015 05:38:45,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2746  2013 19084 22254  1010  1045  1005  1049  2074  6517  2008
  2111  2031  2000  5342  2037 16913  2015  1999  3571  1997 15862 11065
  2037  2524  2147  1006  2302 12194  9430  1007  1998  4855  2068  2182
  1012  2008  1005  1055  2074  1996  2707  1997  1996 19448  1010  2138
  2065  2017  2079  2131  2115 16913 10312  1010 10764  1998  7014  2229
  2850  2987  1005  1056  2729  1010  2004  2027  2056  1000  2292  1996
  2111  8081  2037  3471  1000  1012  1998  2059  2065  2017  6366  2035
  1996  2919  2111 11065 16913  2015  1010 16913 13375  2131  2423  1003
  3013  1006  4293  1003  2000  7014  2229  2850  1009 10764  1007  1998
  2008  1005  1055  1999  5492  9598   999  1010  1998  2017  2064  1005
  1056  2130 10632  2065  2017  3687  2205  2210  1010  2004  2027  2031
  1037  6263 10632  2140  1012  2425  2033  2129  7079  2061  2659  2000
 16913 13375  2393  1996  2451  1010  2129  8110  2009  2007  2431  4632
  2098 25536  5167  2097  2488  1996  3737  1010  2030  2129  2023  3957
  2019 20438  2000  4121 16913 13375  2066  3712 11101  1012  9467  2006
  2017  1010  7014  2229  2850  1998 10764  1010  2048  2062  5357  2000
  1996 22040  1012   102]",367
Skyrim - Paid Mods,91872812,The Elder Scrolls V: Skyrim,"absolutely hereteical paid mods lmoa are you freaking kidding i mean what's next are tjhey gonna charge you for posting about it on forums? get rekt, bethesda and valve",27.04.2015,Nicht empfohlen,88.88888888888889,3,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  7078  2182  2618  7476  3825 16913  2015  1048  5302  2050  2024
  2017 13847 12489  1045  2812  2054  1005  1055  2279  2024  1056  3501
 14844  6069  3715  2017  2005 14739  2055  2009  2006 21415  1029  2131
  2128 25509  1010  7014  2229  2850  1998 10764   102]",82
Skyrim - Paid Mods,91872813,The Elder Scrolls V: Skyrim,"This game with mods is great. Introducing a paywall and trying to sell previously free content? Giving the content creators a fraction of the money? Breaking the modding community? Shame on you Valve/Bethesda. The whole benefit of buying this game (and similar games on PC) is for the modding opportunities. If you take that away (or monetize it) you breed bad feeling and remove the sole purpose of getting the game on this platform on the first place. Introducing this system retroactively is an even worse idea.
People may have hundreds of mods. What happens if large numbers of them rely on a mod that has now become paid and the person doesn't want to/ can't afford to pay whatever they are charging? Congratulations, you just broke their game.",26.04.2015 11:28:30,Nicht empfohlen,77.77777777777779,3,Ja,Nein,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2023  2208  2007 16913  2015  2003  2307  1012 10449  1037  3477
  9628  1998  2667  2000  5271  3130  2489  4180  1029  3228  1996  4180
 17277  1037 12884  1997  1996  2769  1029  4911  1996 16913  4667  2451
  1029  9467  2006  2017 10764  1013  7014  2229  2850  1012  1996  2878
  5770  1997  9343  2023  2208  1006  1998  2714  2399  2006  7473  1007
  2003  2005  1996 16913  4667  6695  1012  2065  2017  2202  2008  2185
  1006  2030 12256 20624  4371  2009  1007  2017  8843  2919  3110  1998
  6366  1996  7082  3800  1997  2893  1996  2208  2006  2023  4132  2006
  1996  2034  2173  1012 10449  2023  2291 22307 19620  2135  2003  2019
  2130  4788  2801  1012  2111  2089  2031  5606  1997 16913  2015  1012
  2054  6433  2065  2312  3616  1997  2068 11160  2006  1037 16913  2008
  2038  2085  2468  3825  1998  1996  2711  2987  1005  1056  2215  2000
  1013  2064  1005  1056  8984  2000  3477  3649  2027  2024 13003  1029
 23156  1010  2017  2074  3631  2037  2208  1012   102]",313
Skyrim - Paid Mods,91872814,The Elder Scrolls V: Skyrim,"1. Download mods online.
2. Sell mods on Steam.
3. ???
4. Profit!",26.04.2015 16:18:11,Nicht empfohlen,77.77777777777777,3,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  1015  1012  8816 16913  2015  3784  1012  1016  1012  5271 16913
  2015  2006  5492  1012  1017  1012  1029  1029  1029  1018  1012  5618
   999   102]",51
Skyrim - Paid Mods,91872815,The Elder Scrolls V: Skyrim,"When I played The Elder Scrolls, modders and the modding community were not a part of the community for financial gain. Monetizing something like this seems pointless and against the sharing community spirit. 

-  Bad rats !!",27.04.2015 04:36:55,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2043  1045  2209  1996  6422 23074  1010 16913 13375  1998  1996
 16913  4667  2451  2020  2025  1037  2112  1997  1996  2451  2005  3361
  5114  1012 12256 20624  6774  2242  2066  2023  3849 23100  1998  2114
  1996  6631  2451  4382  1012  1011  2919 11432   999   999   102]",88
Skyrim - Paid Mods,91872816,The Elder Scrolls V: Skyrim,"Valve has introduced paid mods. This creates a multitude of problems, which many of you probably have already heard and doesn't need repeating. I will not recommend supporting Steam's Skyrim, or any of steam games, until this policy has been redacted. Please bring your business somewhere else to show your disapproval of this policy. Vote with your wallet, all they  care about is your money. If you just verbally complain about it, but still buy mods and games from them, they couldn't care less. There are other ways to get great games like Skyrim without supporting steam.",27.04.2015 00:21:33,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101 10764  2038  3107  3825 16913  2015  1012  2023  9005  1037 20889
  1997  3471  1010  2029  2116  1997  2017  2763  2031  2525  2657  1998
  2987  1005  1056  2342 15192  1012  1045  2097  2025 16755  4637  5492
  1005  1055  3712 20026  1010  2030  2151  1997  5492  2399  1010  2127
  2023  3343  2038  2042  2417 18908  2098  1012  3531  3288  2115  2449
  4873  2842  2000  2265  2115 21406  1997  2023  3343  1012  3789  2007
  2115 15882  1010  2035  2027  2729  2055  2003  2115  2769  1012  2065
  2017  2074 12064  2135 17612  2055  2009  1010  2021  2145  4965 16913
  2015  1998  2399  2013  2068  1010  2027  2481  1005  1056  2729  2625
  1012  2045  2024  2060  3971  2000  2131  2307  2399  2066  3712 20026
  2302  4637  5492  1012   102]",237
Skyrim - Paid Mods,91872817,The Elder Scrolls V: Skyrim,"Without mods this game is OK, with mods it's brilliant. Putting the mods behind a pay-wall makes me not want to recommend anyone buy it any more. Making people pay for mods means they are not mods anymore, they are DLC. And I can't recommend a game that is only fun with a load of extra DLC. Big thumbs down.",27.04.2015 13:28:38,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2302 16913  2015  2023  2208  2003  7929  1010  2007 16913  2015
  2009  1005  1055  8235  1012  5128  1996 16913  2015  2369  1037  3477
  1011  2813  3084  2033  2025  2215  2000 16755  3087  4965  2009  2151
  2062  1012  2437  2111  3477  2005 16913  2015  2965  2027  2024  2025
 16913  2015  4902  1010  2027  2024 21469  2278  1012  1998  1045  2064
  1005  1056 16755  1037  2208  2008  2003  2069  4569  2007  1037  7170
  1997  4469 21469  2278  1012  2502 16784  2091  1012   102]",154
Skyrim - Paid Mods,91872818,The Elder Scrolls V: Skyrim,"This is the death of the small mod, well done to those involved. Anyone posting counter reviews have no foresight",24.04.2015 22:33:08,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2023  2003  1996  2331  1997  1996  2235 16913  1010  2092  2589
  2000  2216  2920  1012  3087 14739  4675  4391  2031  2053 18921 25807
   102]",46
Skyrim - Paid Mods,91872819,The Elder Scrolls V: Skyrim,Pay for mod ? One word : HODOR !,25.04.2015 01:05:54,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,[  101  3477  2005 16913  1029  2028  2773  1024  7570  7983   999   102],24
