project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,num_annotators,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Assassin's Creed Unity,91871222,Assassin's Creed Unity,"I love A.C series, and I love how this game is well integrated and interprets the French revolution.
Graphics are very good, Notre Dame is identical.
Congratulations to ubisoft in performing these games.
Game problem, there are many bugs.",16.05.2019 20:08:33,Empfohlen,66.66666666666666,3,Nein,Ja,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1045  2293  1037  1012  1039  2186  1010  1998  1045  2293  2129
  2023  2208  2003  2092  6377  1998 17841  2015  1996  2413  4329  1012
  8389  2024  2200  2204  1010 10289  8214  2003  7235  1012 23156  2000
  1057 18477 15794  1999  4488  2122  2399  1012  2208  3291  1010  2045
  2024  2116 12883  1012   102]",100
Assassin's Creed Unity,91871223,Assassin's Creed Unity,"Okay, this game.. this game has issues to state it mildly.. But, hear me out here, I liked it despite that.

The main character is an unlikable P.O.S. who never gains a personality other than a grumpy(read annoying).

The combat is clunky. Like original AC games where you stand around and parry the 14 guys who stand around and occasionally jab at you, except this time you can use a pickaxe as a weapon.. and its badass

The game is buggy and crashes constantly. It sucks less than it did when it came out I think, kinda.

You can pick and choose outfits and colors and really make your assassin hideous, my character had a floppy hood tail and was BRIGHT red.. he was mega disgusting and I loved him. OH, and you look like that in all cutscenes.. its hilarious.

The multiplayer/co-op is trash. that's all

The setting was fun, the running around in Paris was extremely enjoyable compared to the previous games which all had fairly small low to the ground housing and the occasional tower or whatever, Paris feels big and dangerous.

It's a solid 7.5/10, the pickaxe really made this one of my favorite AC games.. seriously laughed way too many times walking through cutscenes as a ""serious assassin"" dressed as a bright red clown.",16.04.2019 06:52:27,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  3100  1010  2023  2208  1012  1012  2023  2208  2038  3314  2000
  2110  2009 19499  1012  1012  2021  1010  2963  2033  2041  2182  1010
  1045  4669  2009  2750  2008  1012  1996  2364  2839  2003  2019  4895
 25421  3468  1052  1012  1051  1012  1055  1012  2040  2196 12154  1037
  6180  2060  2084  1037 24665 24237  2100  1006  3191 15703  1007  1012
  1996  4337  2003 18856 16814  2100  1012  2066  2434  9353  2399  2073
  2017  3233  2105  1998 20803  1996  2403  4364  2040  3233  2105  1998
  5681 14855  2497  2012  2017  1010  3272  2023  2051  2017  2064  2224
  1037  4060  8528  2063  2004  1037  5195  1012  1012  1998  2049  2919
 12054  1996  2208  2003 11829  6292  1998 19119  7887  1012  2009 19237
  2625  2084  2009  2106  2043  2009  2234  2041  1045  2228  1010 17704
  1012  2017  2064  4060  1998  5454 22054  1998  6087  1998  2428  2191
  2115 12025 22293  1010  2026  2839  2018  1037 28491  7415  5725  1998
  2001  4408  2417  1012  1012  2002  2001 13164 19424  1998  1045  3866
  2032  1012  2821  1010  1998  2017  2298  2066  2008  1999  2035  7659
 17968  2015  1012  1012  2049 26316  1012  1996 17762  1013  2522  1011
  6728  2003 11669  1012  2008  1005  1055  2035  1996  4292  2001  4569
  1010  1996  2770  2105  1999  3000  2001  5186 22249  4102  2000  1996
  3025  2399  2029  2035  2018  7199  2235  2659  2000  1996  2598  3847
  1998  1996  8138  3578  2030  3649  1010  3000  5683  2502  1998  4795
  1012  2009  1005  1055  1037  5024  1021  1012  1019  1013  2184  1010
  1996  4060  8528  2063  2428  2081  2023  2028  1997  2026  5440  9353
  2399  1012  1012  5667  4191  2126  2205  2116  2335  3788  2083  7659
 17968  2015  2004  1037  1000  3809 12025  1000  5102  2004  1037  4408
  2417 15912  1012   102]",555
Assassin's Creed Unity,91871224,Assassin's Creed Unity,"I didn't get the game when it was free but I strongly believe that this game is great! The graphics are amazing looking, gameplay is good but needs some improvements. The story is good and interesting. The parkour mechanic is awesome and I wish Ubisoft continues to this type of movement. Origins and Odyssey parkour mechanics are good but not in the same level as Unity. However, performance, on my end, is pretty bad and I wish they made a performance fix. To be fair, my GPU is pretty old so I can't complain too much. Overall, great game and with the disaster that happened in Notre Dame, this is a great way to experience one of history's greatest landmarks.",21.04.2019 21:21:38,Empfohlen,66.66666666666666,3,Ja,Ja,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1045  2134  1005  1056  2131  1996  2208  2043  2009  2001  2489
  2021  1045  6118  2903  2008  2023  2208  2003  2307   999  1996  8389
  2024  6429  2559  1010 11247  2003  2204  2021  3791  2070  8377  1012
  1996  2466  2003  2204  1998  5875  1012  1996  2380  8162 15893  2003
 12476  1998  1045  4299  1057 18477 15794  4247  2000  2023  2828  1997
  2929  1012  7321  1998 18735  2380  8162  9760  2024  2204  2021  2025
  1999  1996  2168  2504  2004  8499  1012  2174  1010  2836  1010  2006
  2026  2203  1010  2003  3492  2919  1998  1045  4299  2027  2081  1037
  2836  8081  1012  2000  2022  4189  1010  2026 14246  2226  2003  3492
  2214  2061  1045  2064  1005  1056 17612  2205  2172  1012  3452  1010
  2307  2208  1998  2007  1996  7071  2008  3047  1999 10289  8214  1010
  2023  2003  1037  2307  2126  2000  3325  2028  1997  2381  1005  1055
  4602 16209  1012   102]",287
Assassin's Creed Unity,91871225,Assassin's Creed Unity,"Like like all the others but with more bugs. Still enjoyable if you can get it at a discount, or for free ;)",03.07.2019 00:11:35,Empfohlen,88.88888888888889,3,Ja,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2066  2066  2035  1996  2500  2021  2007  2062 12883  1012  2145
 22249  2065  2017  2064  2131  2009  2012  1037 19575  1010  2030  2005
  2489  1025  1007   102]",53
Assassin's Creed Unity,91871226,Assassin's Creed Unity,better now than before decent game once the revoluotion started,30.06.2019 03:39:41,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2488  2085  2084  2077 11519  2208  2320  1996  7065  4747 19098
  3508  2318   102]",28
Assassin's Creed Unity,91871227,Assassin's Creed Unity,"This game is great with its atmosphere, parkour, and stellar graphics. The problem comes with the awful and unreliable stealth; noticed how I said unreliable. The game as a total can be unreliable, especially in multiplayer, due to lag, bugs, glitches etc. Another point is how I found gadgets and tools becoming expensive, and there not being many to hold. I also hate the eagle ""pulse"", the fact no one has French accent (Pierre Bellec is cockney), and other minor points. My main criticism is that, stuff like the parkour, graphics, gear customisation, and parkour, are all held back by poorly implemented features. The multiplayer looked to be amazing but, was horrible in my case with connection. If this game took maybe just another year in development, maybe, just maybe- it could be amazing. 7/10, f**k Elise.",20.04.2019 10:02:42,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2208  2003  2307  2007  2049  7224  1010  2380  8162  1010
  1998 17227  8389  1012  1996  3291  3310  2007  1996  9643  1998 23579
 22150  1025  4384  2129  1045  2056 23579  1012  1996  2208  2004  1037
  2561  2064  2022 23579  1010  2926  1999 17762  1010  2349  2000  2474
  2290  1010 12883  1010  1043 15909  8376  4385  1012  2178  2391  2003
  2129  1045  2179 11721 28682  1998  5906  3352  6450  1010  1998  2045
  2025  2108  2116  2000  2907  1012  1045  2036  5223  1996  6755  1000
  8187  1000  1010  1996  2755  2053  2028  2038  2413  9669  1006  5578
  9852  2278  2003 10338  5420  1007  1010  1998  2060  3576  2685  1012
  2026  2364  6256  2003  2008  1010  4933  2066  1996  2380  8162  1010
  8389  1010  6718  7661  6648  1010  1998  2380  8162  1010  2024  2035
  2218  2067  2011  9996  7528  2838  1012  1996 17762  2246  2000  2022
  6429  2021  1010  2001  9202  1999  2026  2553  2007  4434  1012  2065
  2023  2208  2165  2672  2074  2178  2095  1999  2458  1010  2672  1010
  2074  2672  1011  2009  2071  2022  6429  1012  1021  1013  2184  1010
  1042  1008  1008  1047 14251  1012   102]",361
Assassin's Creed Unity,91871228,Assassin's Creed Unity,Notre Dame/10,03.07.2019 16:41:55,Empfohlen,66.66666666666666,3,Ja,Nein,Nein,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101 10289  8214  1013  2184   102],11
Assassin's Creed Unity,91871229,Assassin's Creed Unity,"Good guy Ubisoft offering the game free for a while and donating money for Notre Dame. If it wasn't for the very poor launch this game would easily be in my top five for AC games.

However, after many patches it is easily playable and there are a few bugs but it's nothing too bad. 

And what an interesting time for an AC game? French Revolution is easily one of the best times for an AC game to take place. 
",21.04.2019 01:58:19,Empfohlen,88.88888888888889,3,Ja,Ja,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2204  3124  1057 18477 15794  5378  1996  2208  2489  2005  1037
  2096  1998 24260  3436  2769  2005 10289  8214  1012  2065  2009  2347
  1005  1056  2005  1996  2200  3532  4888  2023  2208  2052  4089  2022
  1999  2026  2327  2274  2005  9353  2399  1012  2174  1010  2044  2116
 13864  2009  2003  4089 16854  1998  2045  2024  1037  2261 12883  2021
  2009  1005  1055  2498  2205  2919  1012  1998  2054  2019  5875  2051
  2005  2019  9353  2208  1029  2413  4329  2003  4089  2028  1997  1996
  2190  2335  2005  2019  9353  2208  2000  2202  2173  1012   102]",183
Assassin's Creed Unity,91871230,Assassin's Creed Unity,One of the best assassin games ever!,15.05.2019 11:18:45,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101  2028  1997  1996  2190 12025  2399  2412   999   102],20
Assassin's Creed Unity,91871231,Assassin's Creed Unity,good to see the Notre Dame in all its former glory,25.04.2019 09:25:19,Empfohlen,66.66666666666666,3,Ja,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2204  2000  2156  1996 10289  8214  1999  2035  2049  2280  8294
   102]",25
Assassin's Creed Unity,91871232,Assassin's Creed Unity,"I'm not gonna write much, just a bit to say that some people just give a negative review for the sake of it, some say there's nothing really good with the game, and others just say it's glitchy in one place, and then another without even specifying where exactly and how a glitch is happening (never had one (except maybe in Co-Op after someone revives you)).

Game's a good 7/10 after all the patching.",20.04.2019 23:31:53,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1045  1005  1049  2025  6069  4339  2172  1010  2074  1037  2978
  2000  2360  2008  2070  2111  2074  2507  1037  4997  3319  2005  1996
  8739  1997  2009  1010  2070  2360  2045  1005  1055  2498  2428  2204
  2007  1996  2208  1010  1998  2500  2074  2360  2009  1005  1055  1043
 15909 11714  1999  2028  2173  1010  1998  2059  2178  2302  2130 20648
  2075  2073  3599  1998  2129  1037  1043 15909  2818  2003  6230  1006
  2196  2018  2028  1006  3272  2672  1999  2522  1011  6728  2044  2619
 17995  2015  2017  1007  1007  1012  2208  1005  1055  1037  2204  1021
  1013  2184  2044  2035  1996  8983  2075  1012   102]",205
Assassin's Creed Unity,91871233,Assassin's Creed Unity,For The Creed.,10.05.2019 07:01:28,Empfohlen,77.77777777777779,3,Nein,Nein,Nein,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101  2005  1996 16438  1012   102],11
Assassin's Creed Unity,91871234,Assassin's Creed Unity,realy good game :D,12.07.2019 09:27:22,Empfohlen,88.8888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 2613 2100 2204 2208 1024 1040  102],8
Assassin's Creed Unity,91871235,Assassin's Creed Unity,This game is just so good!,12.08.2019 20:04:28,Empfohlen,66.66666666666666,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 2023 2208 2003 2074 2061 2204  999  102],10
Assassin's Creed Unity,91871236,Assassin's Creed Unity,a good one for stealth game but more bug,04.08.2019 07:09:26,Empfohlen,77.77777777777779,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101  1037  2204  2028  2005 22150  2208  2021  2062 11829   102],20
Assassin's Creed Unity,91871237,Assassin's Creed Unity,"I read recently, that Steam thinks that many reviews of this game are not truthfull. That it is some kind of hack or something. 
I would like to point out to Steam first and foremost. That this game finally works the way it should have, back in 2014
And kudos to Ubi, for giving it away because of the tradegy with the Notre Dame fire!

- SirMorthos",24.05.2019 21:59:46,Empfohlen,66.66666666666666,3,Ja,Nein,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1045  3191  3728  1010  2008  5492  6732  2008  2116  4391  1997
  2023  2208  2024  2025  3606  3993  2140  1012  2008  2009  2003  2070
  2785  1997 20578  2030  2242  1012  1045  2052  2066  2000  2391  2041
  2000  5492  2034  1998 16097  1012  2008  2023  2208  2633  2573  1996
  2126  2009  2323  2031  1010  2067  1999  2297  1998 13970 12269  2000
  1057  5638  1010  2005  3228  2009  2185  2138  1997  1996  3119  6292
  2007  1996 10289  8214  2543   999  1011  2909  5302 15265  2891   102]",163
Assassin's Creed Unity,91871238,Assassin's Creed Unity,"This Game had a ruth lunch but it is now one of the best AC games to Date. Paris is an incredible city that feels alive and real. The assassination quests are one of the best in the franchise with multiple ways to execute them. 
Even to this date the graphics look amazing and can compete with some games that came out recently. 
If you like the franchise but got put of by the bugs, buy it now cause it's mostly fixed and a great game.",30.06.2019 09:25:22,Empfohlen,66.66666666666666,3,Nein,Ja,Ja,Ja,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2208  2018  1037  7920  6265  2021  2009  2003  2085  2028
  1997  1996  2190  9353  2399  2000  3058  1012  3000  2003  2019  9788
  2103  2008  5683  4142  1998  2613  1012  1996 10102  8795  2015  2024
  2028  1997  1996  2190  1999  1996  6329  2007  3674  3971  2000 15389
  2068  1012  2130  2000  2023  3058  1996  8389  2298  6429  1998  2064
  5566  2007  2070  2399  2008  2234  2041  3728  1012  2065  2017  2066
  1996  6329  2021  2288  2404  1997  2011  1996 12883  1010  4965  2009
  2085  3426  2009  1005  1055  3262  4964  1998  1037  2307  2208  1012
   102]",191
Assassin's Creed Unity,91871239,Assassin's Creed Unity,i love the movement the combat the story and everything,27.05.2019 20:32:46,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 1045 2293 1996 2929 1996 4337 1996 2466 1998 2673  102],12
Assassin's Creed Unity,91871240,Assassin's Creed Unity,"This is a game to play if you feel you can enjoy a game for what it does well, while overlooking its flaws. Almost 5 years on, this is one of the most beautiful games that exist. Paris is the star of the show here, so props to Ubisoft's level design team. I also love the stealth emphasis, and actually embodying the role of an assassin. The open mission objectives are done better here than any other AC game. The game's biggest problem is that it needed more polish. It was clearly rushed and not given enough support after the fact to make up for it. I much prefer this style of gameplay though to the RPG heavy origins and odyssey and hope they return to this form in the future.",18.04.2019 03:20:15,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Ja,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2003  1037  2208  2000  2377  2065  2017  2514  2017  2064
  5959  1037  2208  2005  2054  2009  2515  2092  1010  2096 12549  2049
 21407  1012  2471  1019  2086  2006  1010  2023  2003  2028  1997  1996
  2087  3376  2399  2008  4839  1012  3000  2003  1996  2732  1997  1996
  2265  2182  1010  2061 24387  2000  1057 18477 15794  1005  1055  2504
  2640  2136  1012  1045  2036  2293  1996 22150  7902  1010  1998  2941
  7861 23684  2075  1996  2535  1997  2019 12025  1012  1996  2330  3260
 11100  2024  2589  2488  2182  2084  2151  2060  9353  2208  1012  1996
  2208  1005  1055  5221  3291  2003  2008  2009  2734  2062  3907  1012
  2009  2001  4415  6760  1998  2025  2445  2438  2490  2044  1996  2755
  2000  2191  2039  2005  2009  1012  1045  2172  9544  2023  2806  1997
 11247  2295  2000  1996 22531  3082  7321  1998 18735  1998  3246  2027
  2709  2000  2023  2433  1999  1996  2925  1012   102]",294
Assassin's Creed Unity,91871241,Assassin's Creed Unity,"AC: Unity has multi-player and that on it's own is enough to win my heart. Add the vast amount of weapon & ability customization, 1:1 scale Revolutionary Paris and a fun little Romeo & Juliet love story in there... it just keeps getting better. Game is buggy but I don't give a damn... I... I love it... when my games... break... all the time...",15.07.2019 03:27:31,Empfohlen,66.66666666666666,3,Nein,Ja,Ja,Ja,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  9353  1024  8499  2038  4800  1011  2447  1998  2008  2006  2009
  1005  1055  2219  2003  2438  2000  2663  2026  2540  1012  5587  1996
  6565  3815  1997  5195  1004  3754  7661  3989  1010  1015  1024  1015
  4094  6208  3000  1998  1037  4569  2210 12390  1004 13707  2293  2466
  1999  2045  1012  1012  1012  2009  2074  7906  2893  2488  1012  2208
  2003 11829  6292  2021  1045  2123  1005  1056  2507  1037  4365  1012
  1012  1012  1045  1012  1012  1012  1045  2293  2009  1012  1012  1012
  2043  2026  2399  1012  1012  1012  3338  1012  1012  1012  2035  1996
  2051  1012  1012  1012   102]",199
Assassin's Creed Unity,91871242,Assassin's Creed Unity,"the combat is bad but the parkour is glad (that is, good)",23.06.2019 15:23:05,Empfohlen,88.8888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[ 101 1996 4337 2003 2919 2021 1996 2380 8162 2003 5580 1006 2008 2003
 1010 2204 1007  102]",18
Assassin's Creed Unity,91871243,Assassin's Creed Unity,"It is a really good game with a good story,a lot of side quests and impressive shopping and devoloping of character.The only cons are the bugs and the  lack of players that dont allow you to complete multiplayer missions",29.06.2019 15:04:42,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2009  2003  1037  2428  2204  2208  2007  1037  2204  2466  1010
  1037  2843  1997  2217  8795  2015  1998  8052  6023  1998 16475 12898
  4691  1997  2839  1012  1996  2069  9530  2015  2024  1996 12883  1998
  1996  3768  1997  2867  2008  2123  2102  3499  2017  2000  3143 17762
  6416   102]",96
Assassin's Creed Unity,91871244,Assassin's Creed Unity,An awsome game.Very good graphics and skeptical missions and it has multiplayer but only  Co-op.I suggest you guys to play this game!!!!,29.06.2019 17:58:32,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2019 22091 14045  2208  1012  2200  2204  8389  1998 18386  6416
  1998  2009  2038 17762  2021  2069  2522  1011  6728  1012  1045  6592
  2017  4364  2000  2377  2023  2208   999   999   999   999   102]",70
