project,annotation_question,num_reviews_yes,num_reviews_no,annotator_id,num_annotated_reviews,avg_lead_time_annotator_in_s,avg_agreement_annotator
Ukraine-Russia-Support,is-rating-game-related,12,3,17629,15,17.75,88.89
Ukraine-Russia-Support,is-rating-game-related,21,14,17750,35,23.9,93.33
Ukraine-Russia-Support,criticism-praise-developer-publisher,11,24,17750,35,23.9,93.33
Ukraine-Russia-Support,criticism-praise-political,15,20,17750,35,23.9,93.33
Ukraine-Russia-Support,criticism-praise-ideological,1,34,17750,35,23.9,93.33
Ukraine-Russia-Support,criticism-praise-game-content,25,10,17750,35,23.9,93.33
Ukraine-Russia-Support,is-review-bombing,15,20,17750,35,23.9,93.33
Ukraine-Russia-Support,criticism-praise-ideological,9,1,17758,10,54.71,100.0
Ukraine-Russia-Support,criticism-praise-political,3,7,17758,10,54.71,100.0
Ukraine-Russia-Support,criticism-praise-game-content,7,3,17758,10,54.71,100.0
Ukraine-Russia-Support,is-review-bombing,3,7,17758,10,54.71,100.0
Ukraine-Russia-Support,is-rating-game-related,8,2,17758,10,54.71,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,3,7,17758,10,54.71,100.0
Ukraine-Russia-Support,criticism-praise-political,10,20,17811,30,14.66,86.67
Ukraine-Russia-Support,criticism-praise-ideological,13,17,17811,30,14.66,86.67
Ukraine-Russia-Support,criticism-praise-game-content,23,7,17811,30,14.66,86.67
Ukraine-Russia-Support,is-rating-game-related,20,10,17811,30,14.66,86.67
Ukraine-Russia-Support,is-review-bombing,11,19,17811,30,14.66,86.67
Ukraine-Russia-Support,criticism-praise-developer-publisher,13,17,17811,30,14.66,86.67
Ukraine-Russia-Support,criticism-praise-game-content,12,3,17911,15,33.12,100.0
Ukraine-Russia-Support,is-rating-game-related,15,0,17911,15,33.12,100.0
Ukraine-Russia-Support,criticism-praise-ideological,14,1,17911,15,33.12,100.0
Ukraine-Russia-Support,criticism-praise-political,5,10,17911,15,33.12,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,1,14,17911,15,33.12,100.0
Ukraine-Russia-Support,is-review-bombing,7,8,17911,15,33.12,100.0
Ukraine-Russia-Support,is-review-bombing,3,12,18232,15,36.3,87.78
Ukraine-Russia-Support,criticism-praise-political,3,12,18232,15,36.3,87.78
Ukraine-Russia-Support,criticism-praise-ideological,0,15,18232,15,36.3,87.78
Ukraine-Russia-Support,criticism-praise-developer-publisher,3,12,18232,15,36.3,87.78
Ukraine-Russia-Support,is-rating-game-related,12,3,18232,15,36.3,87.78
Ukraine-Russia-Support,criticism-praise-game-content,12,3,18232,15,36.3,87.78
Ukraine-Russia-Support,is-review-bombing,11,19,18236,30,27.6,85.0
Ukraine-Russia-Support,criticism-praise-political,9,21,18236,30,27.6,85.0
Ukraine-Russia-Support,criticism-praise-ideological,11,19,18236,30,27.6,85.0
Ukraine-Russia-Support,criticism-praise-game-content,21,9,18236,30,27.6,85.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,13,17,18236,30,27.6,85.0
Ukraine-Russia-Support,is-rating-game-related,19,11,18236,30,27.6,85.0
Ukraine-Russia-Support,is-rating-game-related,15,5,18248,20,16.62,95.83
Ukraine-Russia-Support,is-review-bombing,4,16,18248,20,16.62,95.83
Ukraine-Russia-Support,criticism-praise-ideological,2,18,18248,20,16.62,95.83
Ukraine-Russia-Support,criticism-praise-game-content,15,5,18248,20,16.62,95.83
Ukraine-Russia-Support,criticism-praise-political,4,16,18248,20,16.62,95.83
Ukraine-Russia-Support,criticism-praise-developer-publisher,5,15,18248,20,16.62,95.83
Ukraine-Russia-Support,criticism-praise-game-content,11,4,18440,15,24.72,75.56
Ukraine-Russia-Support,criticism-praise-developer-publisher,4,11,18440,15,24.72,75.56
Ukraine-Russia-Support,is-rating-game-related,12,3,18440,15,24.72,75.56
Ukraine-Russia-Support,is-review-bombing,4,11,18440,15,24.72,75.56
Ukraine-Russia-Support,criticism-praise-ideological,11,4,18440,15,24.72,75.56
Ukraine-Russia-Support,criticism-praise-political,3,12,18440,15,24.72,75.56
