project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Ukraine-Russia-Support,91992563,S.T.A.L.K.E.R.: Clear Sky,can't sex the snork :(,24.03.2022 19:18:21,Nicht empfohlen,50.0,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[  101  2064  1005  1056  3348  1996  1055 12131  2243  1024  1006   102],23
Ukraine-Russia-Support,91992564,GWENT: The Witcher Card Game,"While not the same as Gwent played within the main Witcher series, this adaptation is features gripping mechanics. With a veritable dictionary of keywords, a handful of factions (ripe with their own strategies and play-styles), and a progression not reliant on micro-transactions, Gwent is a top tier game worth hours of play.",14.03.2022 22:31:59,Empfohlen,83.33333333333334,Nein,Ja,Ja,Ja,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2096  2025  1996  2168  2004 11697  2102  2209  2306  1996  2364
  6965  2121  2186  1010  2023  6789  2003  2838 13940  9760  1012  2007
  1037  2310 17728  3468  9206  1997  3145 22104  1010  1037  9210  1997
 13815  1006 22503  2007  2037  2219  9942  1998  2377  1011  6782  1007
  1010  1998  1037 14967  2025  2128 15204  2102  2006 12702  1011 11817
  1010 11697  2102  2003  1037  2327  7563  2208  4276  2847  1997  2377
  1012   102]",137
Ukraine-Russia-Support,91992565,Cyberpunk 2077,"I find the game immersive and enjoyable - you can play it your way. It performs very well on my high-end gaming PC and looks great. It's worth keeping a full set of key command references available while you're learning the controls. I would say that after early problems, the game feels like the developers are properly investing in it and it's worth sticking with.",01.03.2022 19:12:14,Empfohlen,100.0,Nein,Ja,Ja,Ja,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  1045  2424  1996  2208 10047 16862  3512  1998 22249  1011  2017
  2064  2377  2009  2115  2126  1012  2009 10438  2200  2092  2006  2026
  2152  1011  2203 10355  7473  1998  3504  2307  1012  2009  1005  1055
  4276  4363  1037  2440  2275  1997  3145  3094  7604  2800  2096  2017
  1005  2128  4083  1996  7711  1012  1045  2052  2360  2008  2044  2220
  3471  1010  1996  2208  5683  2066  1996  9797  2024  7919 19920  1999
  2009  1998  2009  1005  1055  4276 13423  2007  1012   102]",157
Ukraine-Russia-Support,91992566,S.T.A.L.K.E.R.: Shadow of Chernobyl,Legend! Classic with excellent experience.,22.03.2022 21:39:13,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[ 101 5722  999 4438 2007 6581 3325 1012  102],10
Ukraine-Russia-Support,91992567,GWENT: The Witcher Card Game,best card game out there,12.03.2022 06:28:17,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[ 101 2190 4003 2208 2041 2045  102],7
Ukraine-Russia-Support,91992568,S.T.A.L.K.E.R.: Shadow of Chernobyl,"good game, good atmosphere, lots of bugs.",18.03.2022 16:54:22,Empfohlen,100.0,Nein,Ja,Ja,Ja,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[  101  2204  2208  1010  2204  7224  1010  7167  1997 12883  1012   102],23
Ukraine-Russia-Support,91992569,The Witcher Enhanced Edition,"Game is fun however:

CD PROJEKT RED won't sell their games in Russia anymore due to the war in Ukraine.
Boycott these NATO dogs, please.

14000 civilians murdered in Donbas by Ukranian's nazi army during the last 8 years and nobody blinked an eye.

Shame on you 
CD PROJEKT RED!",12.03.2022 06:07:29,Nicht empfohlen,66.66666666666666,Ja,Ja,Ja,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2208  2003  4569  2174  1024  3729  4013  6460 25509  2417  2180
  1005  1056  5271  2037  2399  1999  3607  4902  2349  2000  1996  2162
  1999  5924  1012 17757  2122 10079  6077  1010  3531  1012 20652  2692
  9272  7129  1999  2123 22083  2011  2866 21578  2319  1005  1055  6394
  2390  2076  1996  2197  1022  2086  1998  6343  7948  2019  3239  1012
  9467  2006  2017  3729  4013  6460 25509  2417   999   102]",134
Ukraine-Russia-Support,91992570,Cyberpunk 2077,"Disabling sales of games for the Russian Federation in your opinion is a great idea? Why drag politics into games? After all, someday you will still return games to the RU segment, but the question is, who will buy games from you after this? I will never pay a dime for your games again.",04.03.2022,Nicht empfohlen,83.33333333333334,Ja,Nein,Nein,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[  101  4487  3736  9709  4341  1997  2399  2005  1996  2845  4657  1999
  2115  5448  2003  1037  2307  2801  1029  2339  8011  4331  2046  2399
  1029  2044  2035  1010 13834  2017  2097  2145  2709  2399  2000  1996
 21766  6903  1010  2021  1996  3160  2003  1010  2040  2097  4965  2399
  2013  2017  2044  2023  1029  1045  2097  2196  3477  1037 27211  2005
  2115  2399  2153  1012   102]",127
Ukraine-Russia-Support,91992571,The Witcher Enhanced Edition,"This game is absolutely amazing. I love the great variety of choices and character quests you can do and the story is just amazing. The combat is total shit, but if you can look past that then i garante that you will enjoy it.",11.03.2022 10:39:12,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2023  2208  2003  7078  6429  1012  1045  2293  1996  2307  3528
  1997  9804  1998  2839  8795  2015  2017  2064  2079  1998  1996  2466
  2003  2074  6429  1012  1996  4337  2003  2561  4485  1010  2021  2065
  2017  2064  2298  2627  2008  2059  1045 11721 17884  2063  2008  2017
  2097  5959  2009  1012   102]",104
Ukraine-Russia-Support,91992572,GWENT: The Witcher Card Game,My favorite thing about the game is the animated cards. There's quite a bit of lore and interesting details. I don't think it's as fun as magic the gathering but it is a good card game and I didn't have to buy anything to get a top meta deck.,04.03.2022 06:48:44,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2026  5440  2518  2055  1996  2208  2003  1996  6579  5329  1012
  2045  1005  1055  3243  1037  2978  1997 19544  1998  5875  4751  1012
  1045  2123  1005  1056  2228  2009  1005  1055  2004  4569  2004  3894
  1996  7215  2021  2009  2003  1037  2204  4003  2208  1998  1045  2134
  1005  1056  2031  2000  4965  2505  2000  2131  1037  2327 18804  5877
  1012   102]",122
Ukraine-Russia-Support,91992573,The Witcher 3: Wild Hunt,A top ten RPG of all-time in my book.,11.03.2022 18:55:48,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  1037  2327  2702 22531  1997  2035  1011  2051  1999  2026  2338
  1012   102]",27
Ukraine-Russia-Support,91992574,Cyberpunk 2077,"the most boring game in it absolutely everything is bad.
The company itself is full of racists",07.03.2022,Nicht empfohlen,100.0,Ja,Nein,Ja,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[  101  1996  2087 11771  2208  1999  2009  7078  2673  2003  2919  1012
  1996  2194  2993  2003  2440  1997 16939  2015   102]",40
Ukraine-Russia-Support,91992575,The Witcher Enhanced Edition,"When you consider this game is from 2008, it's mindblowing. Imagine being in 2008 and playing this. Even today, this game still holds up and still runs on modern OS.
It doesn't have all the graphical eye candy but the game still is fun. Just goes to show that time, care, and pride put into a game can overcome big budget production value games.",12.03.2022 20:19:15,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2043  2017  5136  2023  2208  2003  2013  2263  1010  2009  1005
  1055  2568 16558 14138  1012  5674  2108  1999  2263  1998  2652  2023
  1012  2130  2651  1010  2023  2208  2145  4324  2039  1998  2145  3216
  2006  2715  9808  1012  2009  2987  1005  1056  2031  2035  1996 20477
  3239  9485  2021  1996  2208  2145  2003  4569  1012  2074  3632  2000
  2265  2008  2051  1010  2729  1010  1998  6620  2404  2046  1037  2208
  2064  9462  2502  5166  2537  3643  2399  1012   102]",159
Ukraine-Russia-Support,91992576,Frostpunk,It's so cold Captain can I have some more coal? Can't wait for the second game,05.03.2022 23:55:11,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[ 101 2009 1005 1055 2061 3147 2952 2064 1045 2031 2070 2062 5317 1029
 2064 1005 1056 3524 2005 1996 2117 2208  102]",23
Ukraine-Russia-Support,91992577,S.T.A.L.K.E.R.: Shadow of Chernobyl,Absolutely based game. 10/10.,04.03.2022 01:51:19,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[ 101 7078 2241 2208 1012 2184 1013 2184 1012  102],10
Ukraine-Russia-Support,91992578,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC the best,10.03.2022 09:45:16,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[  101 28177  2278  1996  2190   102],11
Ukraine-Russia-Support,91992579,Cyberpunk 2077,The games should not be influenced by politics!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,04.03.2022,Nicht empfohlen,100.0,Ja,Nein,Nein,Nein,Nein,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[ 101 1996 2399 2323 2025 2022 5105 2011 4331  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  999  999  999  999  999  999  999  999
  999  999  999  999  999  999  102]",480
Ukraine-Russia-Support,91992580,S.T.A.L.K.E.R.: Shadow of Chernobyl,One of the most interesting worlds i have ever explored,15.03.2022 20:45:34,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[  101  2028  1997  1996  2087  5875  8484  1045  2031  2412 10641   102],23
Ukraine-Russia-Support,91992581,The Witcher 3: Wild Hunt,Maybe hurry up with that next-gen update rather than waste your time virtue signaling.,04.03.2022 14:56:24,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2672  9241  2039  2007  2008  2279  1011  8991 10651  2738  2084
  5949  2115  2051 11870 14828  1012   102]",35
Ukraine-Russia-Support,91992582,Cyberpunk 2077,Downgrade by order of Putin. Downgrade by order of Putin. Downgrade by order of Putin.,05.03.2022,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[  101  2091 24170  2011  2344  1997 22072  1012  2091 24170  2011  2344
  1997 22072  1012  2091 24170  2011  2344  1997 22072  1012   102]",40
Ukraine-Russia-Support,91992583,Cyberpunk 2077,My lack of praising vocabulary would only insult how great this game is.,01.03.2022 19:53:29,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2026  3768  1997 15838 16188  2052  2069 15301  2129  2307  2023
  2208  2003  1012   102]",29
Ukraine-Russia-Support,91992584,S.T.A.L.K.E.R.: Shadow of Chernobyl,make sure to set to easiest mode so enemies do and take the same damage instead of being bullet sponges,17.03.2022 21:51:02,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2191  2469  2000  2275  2000 25551  5549  2061  6716  2079  1998
  2202  1996  2168  4053  2612  1997  2108  7960 25742  2015   102]",44
